Transaction_ID,Vendor_Name,Award_Amount,Award_Agency,Award_Date,Award_Type,Performance_Country,Performance_State
TRX06876,Elliott-Bailey,2005071.8,NASA,2022-04-16,Fixed-Price Contract,USA,PA
TRX06877,Kim-Dalton,3026388.91,Department of Defense,2021-07-19,Indefinite Delivery Contract,USA,TX
TRX06878,Gill-Navarro,3805399.11,NASA,2023-05-30,Cost-Reimbursement Contract,MEX,PA
TRX06879,Baker-Copeland,4439199.04,Department of Education,2022-09-15,Indefinite Delivery Contract,USA,PA
TRX06880,Diaz-Dixon,1240755.95,Department of Agriculture,2022-10-22,Time-and-Materials Contract,USA,TX
TRX06881,"Duncan, Brady and Hopkins",4011082.88,Department of Agriculture,2022-08-28,Cost-Reimbursement Contract,MEX,CA
TRX06882,Smith Group,4527973.16,Department of Health and Human Services,2021-03-06,Fixed-Price Contract,USA,TX
TRX06883,"Duncan, Smith and Cline",4516162.14,NASA,2021-11-23,Cost-Reimbursement Contract,USA,GA
TRX06884,Jones Group,873828.84,Department of Agriculture,2021-07-19,Cost-Reimbursement Contract,MEX,CA
TRX06885,Williams Ltd,2442242.37,Department of Energy,2022-07-06,Cost-Reimbursement Contract,CAN,NY
TRX06886,Frederick-Dunn,4551953.29,Department of Energy,2023-09-07,Time-and-Materials Contract,CAN,VA
TRX06887,Hernandez LLC,4818093.38,Department of Energy,2022-07-19,Indefinite Delivery Contract,MEX,NY
TRX06888,Huff Inc,269494.5,Department of Energy,2021-08-11,Fixed-Price Contract,USA,FL
TRX06889,West Ltd,3491703.72,Department of Education,2023-03-10,Time-and-Materials Contract,MEX,MI
TRX06890,"Johnson, Hill and Jones",4760324.85,NASA,2022-11-29,Fixed-Price Contract,USA,NC
TRX06891,"Ryan, Woodward and Butler",3474207.82,NASA,2023-05-07,Indefinite Delivery Contract,MEX,MI
TRX06892,Norris PLC,2717695.27,Department of Energy,2024-01-19,Time-and-Materials Contract,CAN,CA
TRX06893,Howe PLC,2026990.18,NASA,2021-06-15,Cost-Reimbursement Contract,MEX,OH
TRX06894,Davis-Allen,3468141.0,Department of Defense,2021-01-15,Time-and-Materials Contract,USA,CA
TRX06895,"Harris, Guerrero and Bradford",2101380.12,Department of Defense,2021-06-22,Fixed-Price Contract,CAN,CA
TRX06896,Le-Macias,1729416.96,Department of Health and Human Services,2021-05-04,Indefinite Delivery Contract,USA,NY
TRX06897,Gallagher Ltd,4916818.54,Department of Education,2023-10-02,Fixed-Price Contract,CAN,TX
TRX06898,"Jimenez, Weber and Miller",2579827.21,Department of Health and Human Services,2021-09-28,Indefinite Delivery Contract,MEX,NY
TRX06899,Cooper Group,934764.88,Department of Health and Human Services,2023-06-28,Time-and-Materials Contract,CAN,TX
TRX06900,King-Bennett,778423.14,Department of Defense,2023-08-11,Cost-Reimbursement Contract,USA,GA
TRX06901,Huynh and Sons,1799190.29,Department of Education,2022-09-25,Time-and-Materials Contract,MEX,MI
TRX06902,"Cook, Wilson and Fitzpatrick",3804543.65,Department of Health and Human Services,2021-06-25,Cost-Reimbursement Contract,MEX,MI
TRX06903,White-Garcia,2320874.09,Department of Defense,2022-05-28,Indefinite Delivery Contract,CAN,NC
TRX06904,"Long, Cox and Turner",2906277.12,Department of Energy,2022-01-19,Cost-Reimbursement Contract,CAN,PA
TRX06905,Floyd-Clark,1772752.4,Department of Defense,2021-02-12,Time-and-Materials Contract,USA,GA
TRX06906,Allen Group,481696.71,Department of Agriculture,2023-04-05,Fixed-Price Contract,CAN,PA
TRX06907,"Henry, Rodriguez and Clark",931784.4,Department of Energy,2023-04-21,Cost-Reimbursement Contract,CAN,FL
TRX06908,Miller Inc,849244.02,NASA,2021-03-25,Indefinite Delivery Contract,MEX,FL
TRX06909,James Ltd,945289.74,Department of Transportation,2021-02-28,Cost-Reimbursement Contract,MEX,MI
TRX06910,Thomas-Castro,3760206.29,Department of Agriculture,2023-07-30,Fixed-Price Contract,USA,GA
TRX06911,"Carson, Watson and Davis",700953.05,Department of Education,2023-10-24,Fixed-Price Contract,USA,VA
TRX06912,"Perez, Gray and Wallace",4552969.13,Department of Transportation,2021-01-29,Time-and-Materials Contract,CAN,VA
TRX06913,"Foster, Clark and Jennings",4782860.86,Department of Transportation,2022-05-28,Cost-Reimbursement Contract,USA,NC
TRX06914,Hernandez-Wagner,159549.28,Department of Transportation,2022-06-14,Fixed-Price Contract,CAN,TX
TRX06915,Hunter Inc,4762072.64,Department of Defense,2022-02-10,Indefinite Delivery Contract,CAN,TX
TRX06916,Knight PLC,3442964.5,Department of Defense,2022-06-15,Fixed-Price Contract,USA,FL
TRX06917,"Perez, Burton and Mendoza",712335.96,Department of Agriculture,2021-04-04,Time-and-Materials Contract,MEX,CA
TRX06918,Martinez Ltd,1265472.86,Department of Transportation,2021-02-06,Cost-Reimbursement Contract,MEX,PA
TRX06919,Wood-Smith,1766503.73,Department of Transportation,2021-05-27,Cost-Reimbursement Contract,MEX,FL
TRX06920,Hartman PLC,1372718.0,Department of Energy,2023-08-28,Time-and-Materials Contract,USA,GA
TRX06921,"Pearson, Hoffman and Brown",4249078.51,NASA,2022-11-04,Indefinite Delivery Contract,MEX,VA
TRX06922,Harris-Clark,1741343.32,Department of Agriculture,2021-04-13,Indefinite Delivery Contract,USA,NY
TRX06923,"Davis, Keller and Harvey",1950290.85,Department of Energy,2022-01-30,Indefinite Delivery Contract,MEX,PA
TRX06924,"Chapman, Villegas and Horton",2793845.23,Department of Education,2021-09-08,Indefinite Delivery Contract,MEX,VA
TRX06925,Lewis Inc,3639285.85,Department of Education,2021-01-14,Fixed-Price Contract,CAN,FL
TRX06926,Mckee-Brown,2906819.35,Department of Agriculture,2023-06-26,Cost-Reimbursement Contract,MEX,FL
TRX06927,"Williams, Johnson and West",4149238.26,Department of Transportation,2021-10-23,Fixed-Price Contract,MEX,GA
TRX06928,"Simmons, Ward and Zhang",575819.18,Department of Agriculture,2021-07-14,Cost-Reimbursement Contract,MEX,MI
TRX06929,Moore and Sons,4443038.24,Department of Energy,2023-07-21,Time-and-Materials Contract,MEX,FL
TRX06930,"Mccullough, Sharp and Ellison",2095819.61,Department of Energy,2023-09-29,Fixed-Price Contract,CAN,FL
TRX06931,Soto-Paul,576325.35,Department of Transportation,2021-09-26,Indefinite Delivery Contract,CAN,FL
TRX06932,Harvey Group,4205887.39,Department of Defense,2023-05-28,Cost-Reimbursement Contract,CAN,TX
TRX06933,"Macias, Aguirre and Valencia",706934.92,Department of Agriculture,2022-05-17,Indefinite Delivery Contract,CAN,MI
TRX06934,"Nelson, Newton and Wiley",2370509.69,Department of Health and Human Services,2023-01-18,Cost-Reimbursement Contract,USA,NY
TRX06935,"Jones, Drake and Ramirez",3821105.63,Department of Agriculture,2021-10-21,Indefinite Delivery Contract,USA,OH
TRX06936,Bishop and Sons,2688646.42,Department of Education,2023-09-01,Cost-Reimbursement Contract,MEX,PA
TRX06937,Moore-Gray,340775.61,Department of Defense,2023-04-29,Fixed-Price Contract,MEX,GA
TRX06938,Buchanan-Price,2935176.46,Department of Energy,2023-09-08,Fixed-Price Contract,CAN,TX
TRX06939,Pena and Sons,3298259.06,Department of Agriculture,2022-09-23,Cost-Reimbursement Contract,USA,VA
TRX06940,"Benson, Hayes and Richmond",4043862.07,NASA,2022-11-16,Cost-Reimbursement Contract,CAN,CA
TRX06941,"Mckenzie, Rosales and Hale",4075550.38,NASA,2022-03-09,Time-and-Materials Contract,CAN,FL
TRX06942,"Patel, Rodriguez and Wong",1790851.21,Department of Transportation,2023-01-11,Fixed-Price Contract,USA,PA
TRX06943,White PLC,3910448.68,Department of Defense,2022-06-16,Indefinite Delivery Contract,USA,CA
TRX06944,"Cole, Green and Mcdonald",4939768.95,Department of Energy,2023-03-11,Fixed-Price Contract,CAN,CA
TRX06945,Hughes-Shelton,2126211.47,Department of Transportation,2021-12-28,Cost-Reimbursement Contract,CAN,GA
TRX06946,"Owens, Roach and Robinson",2595484.3,Department of Health and Human Services,2023-12-02,Indefinite Delivery Contract,MEX,NY
TRX06947,"Greer, Hoffman and Wang",1512079.49,Department of Defense,2021-12-03,Fixed-Price Contract,CAN,NC
TRX06948,Sheppard-Kelley,1507695.78,Department of Health and Human Services,2022-01-24,Indefinite Delivery Contract,CAN,FL
TRX06949,Baker Group,1127633.5,Department of Health and Human Services,2023-05-15,Fixed-Price Contract,MEX,GA
TRX06950,Fletcher Inc,944978.39,Department of Agriculture,2023-11-17,Fixed-Price Contract,MEX,NC
TRX06951,Parker Ltd,1795763.72,Department of Transportation,2021-04-27,Fixed-Price Contract,MEX,TX
TRX06952,"Gomez, Carr and Carter",529268.61,Department of Defense,2023-06-09,Indefinite Delivery Contract,MEX,NC
TRX06953,Miller LLC,3096110.24,Department of Health and Human Services,2021-06-12,Fixed-Price Contract,MEX,GA
TRX06954,"Garrett, Richards and Vazquez",1955554.91,Department of Education,2023-06-22,Indefinite Delivery Contract,MEX,VA
TRX06955,Baker LLC,4647789.57,Department of Defense,2023-04-27,Fixed-Price Contract,USA,MI
TRX06956,"Jackson, Weaver and Rowland",663061.65,Department of Defense,2023-06-21,Fixed-Price Contract,MEX,MI
TRX06957,"Johnson, Rogers and Hurst",4923625.26,Department of Energy,2023-12-19,Cost-Reimbursement Contract,MEX,TX
TRX06958,Diaz PLC,1165531.95,Department of Defense,2021-08-21,Fixed-Price Contract,CAN,MI
TRX06959,Black and Sons,2110886.66,Department of Agriculture,2022-01-31,Time-and-Materials Contract,CAN,TX
TRX06960,"Noble, Aguilar and Lewis",1764998.46,Department of Defense,2021-03-19,Time-and-Materials Contract,USA,FL
TRX06961,Alexander Ltd,3928353.18,NASA,2024-03-08,Time-and-Materials Contract,CAN,MI
TRX06962,Lang and Sons,4912379.37,Department of Health and Human Services,2023-10-16,Cost-Reimbursement Contract,MEX,NC
TRX06963,"Roberts, Davis and Freeman",1912812.98,NASA,2021-08-13,Indefinite Delivery Contract,CAN,FL
TRX06964,"Jones, Davis and Kelly",8695.9,Department of Agriculture,2022-05-10,Indefinite Delivery Contract,MEX,NC
TRX06965,Johnson-Day,1625542.17,Department of Education,2024-01-29,Indefinite Delivery Contract,MEX,MI
TRX06966,"Rodgers, Rojas and Hernandez",797072.41,Department of Transportation,2023-04-29,Fixed-Price Contract,USA,MI
TRX06967,"Lynch, Sawyer and Clark",319019.3,Department of Energy,2022-07-05,Fixed-Price Contract,MEX,OH
TRX06968,Walker-Holloway,3103492.98,Department of Energy,2023-02-02,Time-and-Materials Contract,MEX,MI
TRX06969,Schultz Ltd,4368938.9,Department of Agriculture,2021-04-26,Time-and-Materials Contract,USA,TX
TRX06970,"Merritt, Smith and Alvarez",1328908.02,NASA,2022-09-02,Cost-Reimbursement Contract,MEX,NY
TRX06971,Williams LLC,366122.77,Department of Health and Human Services,2023-10-28,Indefinite Delivery Contract,CAN,TX
TRX06972,"Morales, Rich and Palmer",4480373.05,Department of Health and Human Services,2023-02-27,Time-and-Materials Contract,USA,NC
TRX06973,Garcia Group,139050.07,Department of Agriculture,2022-04-25,Cost-Reimbursement Contract,MEX,OH
TRX06974,Miller-Hawkins,1034046.55,Department of Transportation,2021-09-23,Time-and-Materials Contract,USA,FL
TRX06975,Peck-Dyer,2240653.49,Department of Health and Human Services,2023-08-16,Fixed-Price Contract,USA,NY
TRX06976,Johnson-Parker,4486819.15,Department of Education,2021-01-20,Time-and-Materials Contract,MEX,FL
TRX06977,"Sanford, Ramirez and Mccoy",3033921.99,Department of Transportation,2023-12-09,Cost-Reimbursement Contract,CAN,NC
TRX06978,Crawford-Sutton,2975360.32,Department of Agriculture,2022-11-01,Time-and-Materials Contract,MEX,NY
TRX06979,Mullins LLC,1477159.98,Department of Energy,2023-11-12,Indefinite Delivery Contract,CAN,TX
TRX06980,"Martinez, Rodriguez and Goodwin",3389148.2,Department of Agriculture,2023-11-27,Fixed-Price Contract,CAN,TX
TRX06981,Perez-Gonzalez,577525.69,Department of Education,2023-07-23,Time-and-Materials Contract,USA,MI
TRX06982,"Dunn, Hernandez and Pitts",2874743.14,Department of Agriculture,2022-05-03,Cost-Reimbursement Contract,MEX,NC
TRX06983,Calderon-Rodriguez,2127423.86,Department of Energy,2023-02-11,Cost-Reimbursement Contract,MEX,FL
TRX06984,Ellis Ltd,2064705.43,Department of Transportation,2023-12-17,Fixed-Price Contract,MEX,NC
TRX06985,Nelson Group,1393433.03,Department of Education,2022-11-08,Fixed-Price Contract,MEX,OH
TRX06986,Martin-Ferguson,1227303.85,NASA,2024-03-14,Indefinite Delivery Contract,MEX,NC
TRX06987,Franklin-Smith,4090334.68,Department of Energy,2022-04-23,Cost-Reimbursement Contract,USA,NY
TRX06988,Young-Nichols,1285603.11,Department of Transportation,2021-06-22,Fixed-Price Contract,MEX,OH
TRX06989,Morales-Perkins,2523254.72,Department of Energy,2023-11-09,Indefinite Delivery Contract,CAN,NC
TRX06990,"Evans, Pittman and Taylor",430624.65,Department of Education,2021-07-13,Indefinite Delivery Contract,USA,CA
TRX06991,Vance-Rogers,1048193.34,Department of Defense,2021-09-20,Fixed-Price Contract,MEX,VA
TRX06992,"Anderson, Ramirez and Miller",2304456.0,Department of Agriculture,2021-12-30,Indefinite Delivery Contract,USA,OH
TRX06993,Kelley-Carter,3375231.47,Department of Energy,2023-01-14,Time-and-Materials Contract,USA,MI
TRX06994,"Smith, Brown and Matthews",2269264.74,NASA,2023-09-13,Cost-Reimbursement Contract,CAN,NC
TRX06995,"Todd, Flores and Freeman",1392068.36,Department of Transportation,2023-01-14,Time-and-Materials Contract,MEX,TX
TRX06996,Andrews-Rodriguez,4572040.72,Department of Health and Human Services,2022-09-07,Fixed-Price Contract,USA,VA
TRX06997,Long-Ferguson,3309334.54,NASA,2023-02-19,Indefinite Delivery Contract,MEX,CA
TRX06998,Torres Group,711149.25,Department of Agriculture,2021-04-24,Fixed-Price Contract,CAN,OH
TRX06999,Freeman-Henderson,3526524.65,Department of Health and Human Services,2023-08-16,Cost-Reimbursement Contract,USA,MI
TRX07000,Hernandez-Stewart,841448.96,Department of Agriculture,2022-05-19,Fixed-Price Contract,CAN,FL
TRX07001,"Diaz, Hansen and Mata",4838767.44,Department of Health and Human Services,2022-10-05,Cost-Reimbursement Contract,CAN,NC
TRX07002,Page-Burns,3330959.19,Department of Health and Human Services,2022-04-02,Time-and-Materials Contract,MEX,PA
TRX07003,"Hurst, Henry and Miller",4717555.58,Department of Health and Human Services,2023-09-03,Cost-Reimbursement Contract,USA,OH
TRX07004,"Wilson, Perez and Jackson",536230.35,Department of Agriculture,2022-10-30,Cost-Reimbursement Contract,MEX,NY
TRX07005,Chen PLC,579961.89,Department of Health and Human Services,2022-04-03,Time-and-Materials Contract,MEX,NC
TRX07006,Washington LLC,762347.1,Department of Education,2022-06-30,Fixed-Price Contract,MEX,FL
TRX07007,Sullivan-Frazier,1692738.26,Department of Agriculture,2022-02-18,Fixed-Price Contract,MEX,CA
TRX07008,"Gomez, Jones and King",2262658.78,Department of Health and Human Services,2024-01-28,Cost-Reimbursement Contract,MEX,MI
TRX07009,Baker-Munoz,4850481.95,Department of Education,2021-02-19,Fixed-Price Contract,MEX,GA
TRX07010,"Moore, Mcdowell and Waters",4926677.74,NASA,2022-03-24,Time-and-Materials Contract,USA,VA
TRX07011,Burke-Ramos,1900382.38,Department of Transportation,2021-03-29,Time-and-Materials Contract,USA,FL
TRX07012,Jones PLC,3599305.45,Department of Health and Human Services,2022-05-16,Indefinite Delivery Contract,USA,GA
TRX07013,"Hernandez, Shepard and Brown",71872.52,Department of Education,2021-01-01,Indefinite Delivery Contract,MEX,MI
TRX07014,"Long, Cook and Rivera",1339661.58,Department of Defense,2023-08-22,Cost-Reimbursement Contract,USA,PA
TRX07015,"Wallace, Cox and Garcia",3830691.94,Department of Transportation,2023-08-17,Indefinite Delivery Contract,CAN,CA
TRX07016,Frazier-Rios,1942361.05,Department of Health and Human Services,2023-11-30,Fixed-Price Contract,USA,TX
TRX07017,"Banks, Miller and Guerra",2697132.76,Department of Defense,2021-11-29,Time-and-Materials Contract,USA,VA
TRX07018,"Mcgee, Chan and Zhang",1985216.93,NASA,2023-09-02,Time-and-Materials Contract,MEX,CA
TRX07019,"Bryant, Johnson and Smith",3073983.76,Department of Defense,2023-07-09,Fixed-Price Contract,MEX,NC
TRX07020,"Mays, Montgomery and Hernandez",861239.76,NASA,2022-05-01,Cost-Reimbursement Contract,MEX,TX
TRX07021,Newman-Young,3994613.32,Department of Agriculture,2022-08-03,Indefinite Delivery Contract,CAN,FL
TRX07022,"Smith, Leonard and Clarke",1915732.07,NASA,2023-06-09,Cost-Reimbursement Contract,USA,TX
TRX07023,Rodriguez LLC,139329.42,NASA,2022-03-16,Time-and-Materials Contract,MEX,OH
TRX07024,Walters LLC,2678650.47,Department of Energy,2022-08-27,Cost-Reimbursement Contract,MEX,PA
TRX07025,"Chen, Martin and Jones",4343193.44,Department of Health and Human Services,2024-02-23,Time-and-Materials Contract,CAN,GA
TRX07026,Davis Inc,3033609.38,Department of Defense,2023-07-24,Time-and-Materials Contract,CAN,VA
TRX07027,Ramsey-Perry,4538620.31,Department of Defense,2024-02-22,Cost-Reimbursement Contract,CAN,PA
TRX07028,Garner Ltd,2821060.2,Department of Energy,2022-01-06,Cost-Reimbursement Contract,CAN,FL
TRX07029,Simon-Larson,1380983.46,Department of Defense,2024-02-21,Cost-Reimbursement Contract,USA,NY
TRX07030,Pope Group,973087.17,NASA,2022-05-17,Indefinite Delivery Contract,MEX,TX
TRX07031,Gonzalez PLC,3441289.81,Department of Agriculture,2021-08-24,Indefinite Delivery Contract,MEX,MI
TRX07032,Hamilton-Smith,3893275.05,NASA,2021-07-04,Cost-Reimbursement Contract,MEX,MI
TRX07033,Serrano Group,3436571.83,Department of Education,2021-12-15,Indefinite Delivery Contract,CAN,TX
TRX07034,"Hamilton, Patterson and Cruz",4129351.38,Department of Defense,2023-02-14,Indefinite Delivery Contract,MEX,NC
TRX07035,Jackson Inc,4343801.96,Department of Health and Human Services,2023-12-27,Time-and-Materials Contract,CAN,NC
TRX07036,Harris-Hill,542841.27,NASA,2022-04-04,Fixed-Price Contract,CAN,MI
TRX07037,Hawkins Group,3585428.78,Department of Defense,2024-03-18,Indefinite Delivery Contract,CAN,MI
TRX07038,Patterson-Berger,3232008.57,Department of Energy,2023-11-04,Indefinite Delivery Contract,CAN,FL
TRX07039,"Oneal, Rodriguez and Cummings",4790071.87,Department of Energy,2022-12-01,Fixed-Price Contract,MEX,NY
TRX07040,"Crawford, White and Dougherty",3228967.93,Department of Energy,2021-10-02,Fixed-Price Contract,MEX,OH
TRX07041,Bolton-Foley,2397645.11,Department of Health and Human Services,2021-11-13,Time-and-Materials Contract,CAN,PA
TRX07042,Johnson Group,474282.24,Department of Agriculture,2021-03-31,Indefinite Delivery Contract,USA,FL
TRX07043,Mcdonald-Parker,1152112.12,Department of Agriculture,2023-11-27,Cost-Reimbursement Contract,MEX,NY
TRX07044,"Gamble, Sanchez and Parks",2111094.17,Department of Energy,2022-10-02,Indefinite Delivery Contract,USA,NC
TRX07045,Cole Inc,1133207.33,Department of Defense,2023-12-27,Cost-Reimbursement Contract,MEX,VA
TRX07046,Green PLC,3366358.56,Department of Agriculture,2021-10-21,Fixed-Price Contract,USA,MI
TRX07047,Hernandez Group,4475971.59,Department of Education,2023-08-20,Cost-Reimbursement Contract,MEX,MI
TRX07048,Hernandez-Thompson,2566106.27,Department of Health and Human Services,2023-11-05,Cost-Reimbursement Contract,CAN,TX
TRX07049,"Vargas, Smith and Rivera",2324228.85,Department of Education,2022-07-04,Indefinite Delivery Contract,USA,VA
TRX07050,"Thomas, Thompson and Johnson",3427660.63,Department of Transportation,2023-09-22,Time-and-Materials Contract,MEX,TX
TRX07051,Mason and Sons,2278277.64,Department of Education,2022-02-08,Fixed-Price Contract,CAN,NY
